k,silhouette,inertia
2,0.55192815094605208,983.11473058520755
3,0.80822644887218031,114.2381188850685
4,0.66582890190565569,97.696147955430462
5,0.52231226228434435,81.733939798474537
6,0.37784904107526901,66.801494953728465
