feature,coefficient
intercept,253.14563106796115
lag_1,21.965233781854465
lag_2,4.8132149047615558
lag_12,39.157253726088271
month_index,16.64529847242698
season_sin,4.2273794729316982
season_cos,-8.0676144587766192
