x,y,score,inside
-7,-7,0.099138314960011797,0
-6.6500000000000004,-7,0.099138314948434628,0
-6.2999999999999998,-7,0.099138314840928776,0
-5.9500000000000002,-7,0.099138313946808332,0
-5.5999999999999996,-7,0.09913830734480443,0
-5.25,-7,0.099138264226004955,0
-4.9000000000000004,-7,0.099138015582905331,0
-4.5499999999999998,-7,0.099136751134976844,0
-4.2000000000000002,-7,0.099131085935249524,0
-3.8500000000000001,-7,0.099108746349611879,0
-3.5,-7,0.09903130817717784,0
-3.1499999999999999,-7,0.098795700394062339,0
-2.7999999999999998,-7,0.098167789492299803,0
-2.4500000000000002,-7,0.096706050110084485,0
-2.0999999999999996,-7,0.09374549783509549,0
-1.75,-7,0.088559903457279321,0
-1.4000000000000004,-7,0.080780344583837954,0
-1.0499999999999998,-7,0.070952664135973842,0
-0.70000000000000018,-7,0.060853148451853974,0
-0.34999999999999964,-7,0.053130456153960552,0
0,-7,0.050224393263247763,0
0.34999999999999964,-7,0.053130467186191216,0
0.70000000000000018,-7,0.060853167353308722,0
1.0500000000000007,-7,0.070952686549575775,0
1.4000000000000004,-7,0.080780367128707273,0
1.75,-7,0.088559924468470594,0
2.0999999999999996,-7,0.093745516683757829,0
2.4499999999999993,-7,0.096706066302618771,0
2.8000000000000007,-7,0.098167802445495514,0
3.1500000000000004,-7,0.098795709774842561,0
3.5,-7,0.099031314200279372,0
3.8499999999999996,-7,0.099108749699618012,0
4.1999999999999993,-7,0.099131087441280061,0
4.5500000000000007,-7,0.099136751483723209,0
4.9000000000000004,-7,0.099138015218789705,0
5.25,-7,0.099138263406504806,0
5.5999999999999996,-7,0.099138306244911809,0
5.9499999999999993,-7,0.099138312729800573,0
6.3000000000000007,-7,0.099138313669286771,0
6.6500000000000004,-7,0.099138313954716784,0
7,-7,0.099138314215197157,0
-7,-6.6500000000000004,0.099138314958669621,0
-6.6500000000000004,-6.6500000000000004,0.099138314940306477,0
-6.2999999999999998,-6.6500000000000004,0.099138314785604684,0
-5.9500000000000002,-6.6500000000000004,0.099138313551751622,0
-5.5999999999999996,-6.6500000000000004,0.099138304604832139,0
-5.25,-6.6500000000000004,0.099138246641411285,0
-4.9000000000000004,-6.6500000000000004,0.099137913639137321,0
-4.5499999999999998,-6.6500000000000004,0.099136223161913409,0
-4.2000000000000002,-6.6500000000000004,0.099128655551695963,0
-3.8500000000000001,-6.6500000000000004,0.099098826263294151,0
-3.5,-6.6500000000000004,0.098995445870646917,0
-3.1499999999999999,-6.6500000000000004,0.09868093759928212,0
-2.7999999999999998,-6.6500000000000004,0.097842788836365102,0
-2.4500000000000002,-6.6500000000000004,0.095891669179961558,0
-2.0999999999999996,-6.6500000000000004,0.091939983292146504,0
-1.75,-6.6500000000000004,0.085018387826192046,0
-1.4000000000000004,-6.6500000000000004,0.074634460204161493,0
-1.0499999999999998,-6.6500000000000004,0.061516776716770943,0
-0.70000000000000018,-6.6500000000000004,0.048036269220674624,0
-0.34999999999999964,-6.6500000000000004,0.037728281510870314,0
0,-6.6500000000000004,0.033849383659401891,0
0.34999999999999964,-6.6500000000000004,0.037728340003579199,0
0.70000000000000018,-6.6500000000000004,0.048036370096754384,0
1.0500000000000007,-6.6500000000000004,0.0615168980404679,0
1.4000000000000004,-6.6500000000000004,0.07463458522461118,0
1.75,-6.6500000000000004,0.085018508148484329,0
2.0999999999999996,-6.6500000000000004,0.091940094776277806,0
2.4499999999999993,-6.6500000000000004,0.095891767387252899,0
2.8000000000000007,-6.6500000000000004,0.097842868669186206,0
3.1500000000000004,-6.6500000000000004,0.098680995941165223,0
3.5,-6.6500000000000004,0.098995483486160565,0
3.8499999999999996,-6.6500000000000004,0.09909884714471269,0
4.1999999999999993,-6.6500000000000004,0.099128664723402843,0
4.5500000000000007,-6.6500000000000004,0.099136224803514708,0
4.9000000000000004,-6.6500000000000004,0.09913791045090356,0
5.25,-6.6500000000000004,0.099138240218812262,0
5.5999999999999996,-6.6500000000000004,0.099138296120715785,0
5.9499999999999993,-6.6500000000000004,0.099138304195538568,0
6.3000000000000007,-6.6500000000000004,0.099138305784687714,0
6.6500000000000004,-6.6500000000000004,0.099138307307384599,0
7,-6.6500000000000004,0.099138309237758016,0
-7,-6.2999999999999998,0.099138314951631959,0
-6.6500000000000004,-6.2999999999999998,0.099138314910369382,0
-6.2999999999999998,-6.2999999999999998,0.099138314655948939,0
-5.9500000000000002,-6.2999999999999998,0.099138312951464427,0
-5.5999999999999996,-6.2999999999999998,0.099138301589326169,0
-5.25,-6.2999999999999998,0.099138230777881239,0
-4.9000000000000004,-6.2999999999999998,0.099137831178332733,0
-4.5499999999999998,-6.2999999999999998,0.099135819565874209,0
-4.2000000000000002,-6.2999999999999998,0.099126850188235235,0
-3.8500000000000001,-6.2999999999999998,0.099091563020399842,0
-3.5,-6.2999999999999998,0.098969379181518755,0
-3.1499999999999999,-6.2999999999999998,0.098597829365248621,0
-2.7999999999999998,-6.2999999999999998,0.097607874123613658,0
-2.4500000000000002,-6.2999999999999998,0.095303591186633008,0
-2.0999999999999996,-6.2999999999999998,0.090636841403985105,0
-1.75,-6.2999999999999998,0.082462945366391829,0
-1.4000000000000004,-6.2999999999999998,0.070200413986081969,0
-1.0499999999999998,-6.2999999999999998,0.054709635787350171,0
-0.70000000000000018,-6.2999999999999998,0.03879045930008522,0
-0.34999999999999964,-6.2999999999999998,0.026617780903367846,0
0,-6.2999999999999998,0.022037275074686793,0
0.34999999999999964,-6.2999999999999998,0.026618053419201801,0
0.70000000000000018,-6.2999999999999998,0.038790933138502695,0
1.0500000000000007,-6.2999999999999998,0.054710215504559213,0
1.4000000000000004,-6.2999999999999998,0.070201028281807326,0
1.75,-6.2999999999999998,0.082463557549268207,0
2.0999999999999996,-6.2999999999999998,0.090637427490755179,0
2.4499999999999993,-6.2999999999999998,0.095304120012451393,0
2.8000000000000007,-6.2999999999999998,0.097608310434398521,0
3.1500000000000004,-6.2999999999999998,0.098598150887719643,0
3.5,-6.2999999999999998,0.098969587275402893,0
3.8499999999999996,-6.2999999999999998,0.09909167823982748,0
4.1999999999999993,-6.2999999999999998,0.099126899364303453,0
4.5500000000000007,-6.2999999999999998,0.099135825063429842,0
4.9000000000000004,-6.2999999999999998,0.099137807400947506,0
5.25,-6.2999999999999998,0.099138186456611502,0
5.5999999999999996,-6.2999999999999998,0.099138243753640207,0
5.9499999999999993,-6.2999999999999998,0.099138249332625467,0
6.3000000000000007,-6.2999999999999998,0.099138253485082484,0
6.6500000000000004,-6.2999999999999998,0.099138263041359059,0
7,-6.2999999999999998,0.099138276075927387,0
-7,-5.9500000000000002,0.099138314908457495,0
-6.6500000000000004,-5.9500000000000002,0.099138314744636469,0
-6.2999999999999998,-5.9500000000000002,0.09913831405807233,0
-5.9500000000000002,-5.9500000000000002,0.099138310895592122,0
-5.5999999999999996,-5.9500000000000002,0.099138294760115986,0
-5.25,-5.9500000000000002,0.099138208535064401,0
-4.9000000000000004,-5.9500000000000002,0.099137758826310707,0
-4.5499999999999998,-5.9500000000000002,0.099135580554201422,0
-4.2000000000000002,-5.9500000000000002,0.099126047036397658,0
-3.8500000000000001,-5.9500000000000002,0.099088874605531826,0
-3.5,-5.9500000000000002,0.098960714984728262,0
-3.1499999999999999,-5.9500000000000002,0.098571793332573057,0
-2.7999999999999998,-5.9500000000000002,0.097536561657587881,0
-2.4500000000000002,-5.9500000000000002,0.095127990309888985,0
-2.0999999999999996,-5.9500000000000002,0.090251060832821889,0
-1.75,-5.9500000000000002,0.081709860554009528,0
-1.4000000000000004,-5.9500000000000002,0.068896880015952219,0
-1.0499999999999998,-5.9500000000000002,0.052711122508745066,0
-0.70000000000000018,-5.9500000000000002,0.036078015426568216,0
-0.34999999999999964,-5.9500000000000002,0.023359665977405936,0
0,-5.9500000000000002,0.01857413338293859,0
0.34999999999999964,-5.9500000000000002,0.023360779953185945,0
0.70000000000000018,-5.9500000000000002,0.036079972335204963,0
1.0500000000000007,-5.9500000000000002,0.052713566946502956,0
1.4000000000000004,-5.9500000000000002,0.06889955494704765,0
1.75,-5.9500000000000002,0.08171262812825375,0
2.0999999999999996,-5.9500000000000002,0.090253798840087274,0
2.4499999999999993,-5.9500000000000002,0.095130517809005,0
2.8000000000000007,-5.9500000000000002,0.097538675886965437,0
3.1500000000000004,-5.9500000000000002,0.098573363582427437,0
3.5,-5.9500000000000002,0.098961735114105248,0
3.8499999999999996,-5.9500000000000002,0.09908943772557563,0
4.1999999999999993,-5.9500000000000002,0.099126279102645723,0
4.5500000000000007,-5.9500000000000002,0.099135586505476908,0
4.9000000000000004,-5.9500000000000002,0.099137605934680156,0
5.25,-5.9500000000000002,0.099137938991256974,0
5.5999999999999996,-5.9500000000000002,0.099137946275323491,0
5.9499999999999993,-5.9500000000000002,0.099137928279350918,0
6.3000000000000007,-5.9500000000000002,0.099137946292583795,0
6.6500000000000004,-5.9500000000000002,0.099138002916853901,0
7,-5.9500000000000002,0.099138081193093253,0
-7,-5.5999999999999996,0.099138314660179236,0
-6.6500000000000004,-5.5999999999999996,0.099138313828392458,0
-6.2999999999999998,-5.5999999999999996,0.099138310930807216,0
-5.9500000000000002,-5.5999999999999996,0.099138300945159907,0
-5.5999999999999996,-5.5999999999999996,0.099138265258919153,0
-5.25,-5.5999999999999996,0.099138128268022971,0
-4.9000000000000004,-5.5999999999999996,0.099137566236358013,0
-4.5499999999999998,-5.5999999999999996,0.09913521177279859,0
-4.2000000000000002,-5.5999999999999996,0.099125684998696728,0
-3.8500000000000001,-5.5999999999999996,0.099089992860623227,0
-3.5,-5.5999999999999996,0.098969334276426027,0
-3.1499999999999999,-5.5999999999999996,0.098606641424911962,0
-2.7999999999999998,-5.5999999999999996,0.097645585786116179,0
-2.4500000000000002,-5.5999999999999996,0.095414330542328896,0
-2.0999999999999996,-5.5999999999999996,0.090900850022512317,0
-1.75,-5.5999999999999996,0.08299969098314107,0
-1.4000000000000004,-5.5999999999999996,0.071149277362496058,0
-1.0499999999999998,-5.5999999999999996,0.056180978005699128,0
-0.70000000000000018,-5.5999999999999996,0.040799976637315757,0
-0.34999999999999964,-5.5999999999999996,0.02903989018971824,0
0,-5.5999999999999996,0.024616005853899378,0
0.34999999999999964,-5.5999999999999996,0.029043877238141252,0
0.70000000000000018,-5.5999999999999996,0.040807072392754329,0
1.0500000000000007,-5.5999999999999996,0.056190069315334774,0
1.4000000000000004,-5.5999999999999996,0.07115960086400093,0
1.75,-5.5999999999999996,0.083010808015119758,0
2.0999999999999996,-5.5999999999999996,0.090912213164147174,0
2.4499999999999993,-5.5999999999999996,0.095425049324395106,0
2.8000000000000007,-5.5999999999999996,0.097654668412796061,0
3.1500000000000004,-5.5999999999999996,0.098613438977361995,0
3.5,-5.5999999999999996,0.098973768533664644,0
3.8499999999999996,-5.5999999999999996,0.099092433051580192,0
4.1999999999999993,-5.5999999999999996,0.099126649087922472,0
4.5500000000000007,-5.5999999999999996,0.099135129924198109,0
4.9000000000000004,-5.5999999999999996,0.099136712514099931,0
5.25,-5.5999999999999996,0.099136682701986181,0
5.5999999999999996,-5.5999999999999996,0.099136409084739127,0
5.9499999999999993,-5.5999999999999996,0.09913626558151388,0
6.3000000000000007,-5.5999999999999996,0.099136354938976004,0
6.6500000000000004,-5.5999999999999996,0.099136655344318064,0
7,-5.5999999999999996,0.099137071600280513,0
-7,-5.25,0.099138313371892245,0
-6.6500000000000004,-5.25,0.099138309201507263,0
-6.2999999999999998,-5.25,0.099138295691180447,0
-5.9500000000000002,-5.25,0.099138254423052602,0
-5.5999999999999996,-5.25,0.099138132767030165,0
-5.25,-5.25,0.099137777392973914,0
-4.9000000000000004,-5.25,0.099136719104056151,0
-4.5499999999999998,-5.25,0.09913343606871286,0
-4.2000000000000002,-5.25,0.099122851721531846,0
-3.8500000000000001,-5.25,0.099088517149172536,0
-3.5,-5.25,0.098981434270939375,0
-3.1499999999999999,-5.25,0.098672672240284462,0
-2.7999999999999998,-5.25,0.097871088313689125,0
-2.4500000000000002,-5.25,0.096028071403363571,0
-2.0999999999999996,-5.25,0.092316646430657276,0
-1.75,-5.25,0.085832723415875903,0
-1.4000000000000004,-5.25,0.076116798571728317,0
-1.0499999999999998,-5.25,0.063849895134514542,0
-0.70000000000000018,-5.25,0.051248040202736635,0
-0.34999999999999964,-5.25,0.041615484467352706,0
0,-5.25,0.037995260717935388,0
0.34999999999999964,-5.25,0.041627942129226138,0
0.70000000000000018,-5.25,0.051270585764593972,0
1.0500000000000007,-5.25,0.063879697510196634,0
1.4000000000000004,-5.25,0.076152108851295419,0
1.75,-5.25,0.085872393887709897,0
2.0999999999999996,-5.25,0.092358523769824077,0
2.4499999999999993,-5.25,0.096068393717258033,0
