iteration,kl_divergence
1,1.5230541368925234
2,1.5230692016827301
3,1.5946988274111997
4,2.8903079039295845
5,2.9608549268093456
6,3.014812298457195
7,3.0297866990666003
8,3.0679975590777016
9,3.1642620573649998
10,3.1764321070476673
11,2.9491006063607164
12,2.6991165130006709
13,2.6659381355102512
14,2.4511487099987708
15,2.453848206483864
16,2.4141081214213087
17,2.3600277398480984
18,2.3360633892533005
19,2.250311695058453
20,2.3061930319044368
21,2.1913161594366728
22,2.2378847386005774
23,2.1175164897528695
24,2.0915837837158544
25,2.0818630225218802
26,2.0192058040008733
27,1.9612901593767371
28,1.9534841509222585
29,1.9913355094964629
30,2.0555563375235644
31,1.9772036323615105
32,1.9570135878304344
33,1.9366426758772632
34,1.9555188687676803
35,1.9439691003901298
36,2.0061116900511866
37,1.8718366205805101
38,1.9879375936435961
39,1.8645669706823871
40,1.9933023237374925
41,1.9513040631470313
42,1.9917427540039294
43,1.9765865378949048
44,1.8948486506337401
45,1.9312307350736009
46,2.016827127375838
47,1.9023658395240295
48,1.9344877407378736
49,2.0505874649899671
50,2.0140615393754722
51,1.9340364985338248
52,2.0241680586132991
53,2.0388810512012929
54,2.0066952456606342
55,1.8766781282423239
56,1.8544201010938532
57,1.8678277903838443
58,1.9495623474648496
59,1.7546218838874914
60,1.8682584406129321
61,1.8386713991504131
62,1.9083357828764962
63,1.8368885488642765
64,1.9873268180642938
65,2.0161833421726323
66,1.9239234100264238
67,1.8276430641465902
68,1.8984370069572682
69,1.7711715725145043
70,1.8887140884821414
71,1.8544438661129505
72,1.7936903711425254
73,1.8722684034966228
74,1.9750063036901904
75,1.9023539813228678
76,1.8383490451690165
77,1.7058798437120457
78,1.9505085882097943
79,1.8570672359407683
80,1.8222219727033966
81,1.7967619189672872
82,1.8157328281657636
83,1.799437040757691
84,1.7582597330985121
85,1.6967095046125793
86,1.8158445786454129
87,1.8398037041279338
88,1.7912698105039766
89,1.9184723727486073
90,1.8343031573774005
91,1.7616133934226972
92,1.7869076350316888
93,1.7831605826904553
94,1.7024573280753947
95,1.8605875910779266
96,1.9034584996692931
97,1.842975338824921
98,1.7838488502305472
99,1.679253090804216
100,1.8121160307270885
101,1.7309613645749016
102,1.8443415085899453
103,1.8603175754791699
104,1.8096265265326428
105,1.7549914408213341
106,1.7075545522490174
107,1.655848809494165
108,1.6059797465980263
109,1.5596450829382345
110,1.5063459416955152
111,1.4499467161989081
112,1.3857965904809029
113,1.3128673169623182
114,1.2388758579653254
115,1.1563293861926818
116,1.0870287478091589
117,1.017128745250121
118,0.93992262698225049
119,0.85730189971238824
120,0.7625557963804086
121,0.68885438828595302
122,0.62155927580571968
123,0.54296209874024681
124,0.45759951213818351
125,0.39665373125645087
126,0.34496211254667108
127,0.31231491451939869
128,0.29683405532654289
129,0.28181045491119217
130,0.26393344910073691
131,0.24600225106166423
132,0.22750243183975011
133,0.21750017501350855
134,0.22096485747926456
135,0.21568752290666462
136,0.21350957312850449
137,0.20985082782742437
138,0.20897589005281064
139,0.20580811112275282
140,0.20597389103145997
141,0.20395908685383604
142,0.20350652084261639
143,0.20274101400888286
144,0.20221550286246931
145,0.20160357608576587
146,0.20120744006066243
147,0.20083186913935636
148,0.20040963226586958
149,0.19992212345972379
150,0.19934827396298466
151,0.19889533413714128
152,0.19854285602282248
153,0.19817687915853585
154,0.19777941622860185
155,0.19734410067829983
156,0.19681661079302198
157,0.19609080735778775
158,0.1949866313197173
159,0.19340994574226444
160,0.19219920644343239
161,0.19236821294858397
162,0.19162612041708302
163,0.19138811544161094
164,0.19074618388901429
165,0.18862445953668228
166,0.18973053568411744
167,0.18782025338980846
168,0.18828285317420548
169,0.18739410682689198
170,0.18729487904982378
171,0.18699416932205043
172,0.18691659340602865
173,0.18677906684449169
174,0.18666620493908934
175,0.18656873693810175
176,0.1864736278932197
177,0.18637926142351144
178,0.18628192729553494
179,0.18618076045582641
180,0.18607884894929638
181,0.18598145192314794
182,0.18587903680438311
183,0.18578066322927869
184,0.1857068190058552
185,0.18563275427483855
186,0.18553627445134055
187,0.18540913171222831
188,0.18531135687176312
189,0.18523324839232128
190,0.18514899252608655
191,0.18507111908236942
192,0.18499610705637201
193,0.1849179287026316
194,0.18484002499557928
195,0.1847637756804017
196,0.1846905893202784
197,0.18461750857383902
198,0.18453783458548631
199,0.18447067967853661
200,0.1844719008535021
201,0.18454813345468629
202,0.18445475152323343
203,0.18425783268747337
204,0.1841720853450419
205,0.18408897099890845
206,0.18402797116114794
207,0.18397778415463231
208,0.18392807284120605
209,0.1838832493716758
210,0.18383947054744099
211,0.18379580635215267
212,0.18374947431352581
213,0.18370210462025946
214,0.18365130256187401
215,0.1835985111592924
216,0.18354359737707426
217,0.1834897338029052
218,0.18344099543647455
219,0.18340312355742022
220,0.18337966882445214
221,0.18334341163837128
222,0.18328390010581525
223,0.18322522328104757
224,0.18316014837950789
225,0.18309960593144783
226,0.18306174127755478
227,0.18301568708894592
228,0.18297766013245054
229,0.18293675367993439
230,0.18289552686730309
231,0.18285470359473202
232,0.18281278985082386
233,0.18276996302387102
234,0.1827260916070122
235,0.1826850474943788
236,0.18264923397497493
237,0.18260708143416493
238,0.18255716549700121
239,0.18251594020297665
240,0.18247785617187315
241,0.18243956024229691
242,0.18240397363540969
243,0.18237967036715841
244,0.18237144877813385
245,0.18233796283006926
246,0.18225809328614764
247,0.18221271461652336
248,0.18218412801307474
249,0.18214242906270711
250,0.18211247327685356
251,0.182079497658242
252,0.18203966021150003
253,0.18199141787327094
254,0.18193853979827201
255,0.1818768943441422
256,0.18181128269817146
257,0.18174469646377506
258,0.18168497591918578
259,0.18167910534880174
260,0.18165514314056555
261,0.18146331758847362
262,0.18140073933507614
263,0.18133707633154725
264,0.18121246474904396
265,0.18116795265152727
266,0.18106302662384538
267,0.18101054547189266
268,0.18092353537501271
269,0.18086816015649904
270,0.18079267530886317
271,0.18073613417372014
272,0.18067210742535783
273,0.18061347507808512
274,0.18055546707307432
275,0.18050184813748288
276,0.18044801798977086
277,0.18039761158200046
278,0.18034597966308397
279,0.18029932786853634
280,0.18025095281367445
281,0.18020497866207047
282,0.18015700781372851
283,0.18011081457881339
284,0.18006580196929503
285,0.18001983098392957
286,0.17997417085223338
287,0.17992897908166847
288,0.17988403929188282
289,0.17984127120153387
290,0.17979817143670851
291,0.17975088666332711
292,0.17970659529164412
293,0.1796626877941008
294,0.17961746531490294
295,0.1795748657797667
296,0.17953679224645064
297,0.17950377816821583
298,0.17945384016931651
299,0.17939607433406501
300,0.17935554727104244
301,0.17932202834463704
302,0.17927243014527333
303,0.17923618165378791
304,0.17920062413132842
305,0.17916166108865933
306,0.17912904093959828
307,0.179095223762751
308,0.1790610985045257
309,0.17903065258047945
310,0.17899925774511269
311,0.17896753372226129
312,0.17893858275742935
313,0.1789088099321903
314,0.17887878377334734
315,0.17884971501875346
316,0.17882068776136975
317,0.17879195779684456
318,0.17876419925284978
319,0.17873624187544937
320,0.17870763820232904
321,0.17867915124815101
322,0.17864969501810832
323,0.17862153672806824
324,0.17859470542967332
325,0.17856766961017617
326,0.17854054571746211
327,0.17851542426584507
328,0.17849026948706187
329,0.1784646944168306
330,0.17843906999099404
331,0.17841373573239058
332,0.17839060916623523
333,0.17836889935393094
334,0.17834689485801561
335,0.17832395147774668
336,0.17830139168791415
337,0.17828028175399138
338,0.17825952633696787
339,0.17823953051931177
340,0.17821951620800308
341,0.17819970210911568
342,0.17818030765090787
343,0.17816133326727993
344,0.17814352069771996
345,0.17812557531626619
346,0.17810837553551062
347,0.17809073973719414
348,0.17807274237415291
349,0.17805575836482096
350,0.17803931945963236
351,0.17802293040022313
352,0.17800463357206162
353,0.17798835103646446
354,0.17797244747740007
355,0.1779565279965484
356,0.17794154985106553
357,0.17792678134787351
358,0.17791267513977077
359,0.17789799949055063
360,0.17788378583576334
361,0.17786923156332735
362,0.17785562648612371
363,0.1778423381478958
364,0.17782886597996356
365,0.17781636476645588
366,0.17780378497029872
367,0.17779014162748652
368,0.17777537196594848
369,0.17776204655577521
370,0.17775000708390284
371,0.17773696840644088
372,0.17772446011968274
373,0.17771267419420136
374,0.17770043861222343
375,0.17768785707545878
376,0.17767651197656609
377,0.17766481613198143
378,0.17765364200877642
379,0.17764350144479554
380,0.17763208435203279
381,0.17762101981309045
382,0.17761039298212117
383,0.17760058637038739
384,0.17759061846842875
385,0.17758033109185689
386,0.17757054209951587
387,0.17756078379504817
388,0.1775512275307187
389,0.17754179636801581
390,0.1775323884672694
391,0.17752312648107982
392,0.17751330156369019
393,0.177504022324217
394,0.17749507641549023
