iteration,kl_divergence
395,0.17748598991378903
396,0.17747719144062221
397,0.17746787813960979
398,0.17745828219295787
399,0.17744978297553751
400,0.17744167640313671
401,0.17743298642211047
402,0.17742362708211751
403,0.17741409096364177
404,0.17740572676174968
405,0.17739772521290922
406,0.17738977159654795
407,0.17738223754793009
408,0.17737386221689566
409,0.17736538123362922
410,0.17735772199912289
411,0.1773502158666623
412,0.17734258025521421
413,0.17733473729451227
414,0.17732733296961911
415,0.17732019739690047
416,0.17731267304529497
417,0.17730545276400314
418,0.17729862912403813
419,0.1772914831536313
420,0.17728461024458655
421,0.17727764517830374
422,0.17727042579267641
423,0.17726374321192431
424,0.17725700210302336
425,0.17724994252680257
426,0.17724317888530855
427,0.1772368455710685
428,0.17723033731097099
429,0.17722330230696148
430,0.17721644002086667
431,0.17720995976073173
432,0.1772036397912628
433,0.17719711344231401
434,0.17719185110146451
435,0.17719032350080191
436,0.17718908934839286
437,0.17717615449546317
438,0.17716868685868917
439,0.17716351686541537
440,0.17715673041213859
441,0.17715009390455902
442,0.177144652670644
443,0.17713760161967734
444,0.17713255428135807
445,0.17712657937714738
446,0.17712064989875964
447,0.17711564616042824
448,0.17710973451393525
449,0.17710517059055292
450,0.17709942534748449
451,0.17709503313534039
452,0.17708980160959698
453,0.17708509832353425
454,0.17708034646697354
455,0.17707575724901994
456,0.17707109408903485
457,0.17706657372382192
458,0.17706205148485071
459,0.17705738644112343
460,0.17705295972698662
461,0.17704831080467523
462,0.17704377306333527
463,0.17703911614528908
464,0.17703445957698147
465,0.17702974768206792
466,0.17702512150625258
467,0.17702052822885442
468,0.17701623562663532
469,0.17701178519017735
470,0.1770063779973553
471,0.17700083331167563
472,0.17699642085491221
473,0.1769917816000923
474,0.17698652291546985
475,0.17698164816711068
476,0.17697722840666694
477,0.17697251517199047
478,0.17696770073376292
479,0.17696315424840572
480,0.17695874286677302
481,0.17695421064680159
482,0.17694974697398683
483,0.17694545185246749
484,0.17694145093263622
485,0.17693732872187512
486,0.17693310389633662
487,0.17692866857351155
488,0.17692442780698911
489,0.17692018035029827
490,0.17691620931975163
491,0.17691223081698451
492,0.17690803097701005
493,0.17690404329352
494,0.17690028437334759
495,0.17689635936188666
496,0.17689231467112992
497,0.17688843349747171
498,0.17688471872546202
499,0.17688087955548273
500,0.17687708286614368
